Bird, MEX, f7f95e98-e391-4ecf-8af7-5dfeb1686857, 51, 6320, No update data, 9g3qx27xe5yw
Bird, MEX, b66384c3-423f-4b40-9b62-681caf9c48e2, 91, 12640, No update data, 9g3qrt0suf19
Bird, MEX, ff735ad7-dcda-4425-9877-3c086ab5ad12, 47, 5688, No update data, 9g3qrkjudjev
Bird, MEX, fccf7cd1-8326-4847-8eee-7eb25aec4268, 80, 11523, No update data, 9g3qrkrcrg6t
Bird, MEX, 94d1b4f9-75b8-4567-8750-b4eaa29073f8, 67, 9352, No update data, 9g3qrs212mef
Bird, MEX, dd7fc234-f15f-428d-810c-113d2d1fa93e, 55, 6952, No update data, 9g3qrkwrt9wh
Bird, MEX, b5b11f48-d46d-4b7d-9019-67ac8313ea31, 85, 12358, No update data, 9g3qrkks9j41
Bird, MEX, c16d27b1-5024-461c-978c-d120b538f4f8, 85, 12358, No update data, 9g3qrkkt08yg
Bird, MEX, 59a28db6-f434-4567-862b-df6ae87f0a21, 64, 8851, No update data, 9g3qrktpxnk1
Bird, MEX, 46358faf-55a4-4df2-8b52-7b581eebee11, 81, 11690, No update data, 9g3qrktpws4s
Bird, MEX, 211f5fbc-5c69-4635-beb4-4ee70cec851d, 61, 8350, No update data, 9g3qrktpz39p
Bird, MEX, 7b3c7d38-0361-4f1f-8c2c-1f79df4721cc, 58, 7849, No update data, 9g3qrs28z2pk
Bird, MEX, 8adfda79-6a7b-4911-9ed0-976549223ba6, 65, 9018, No update data, 9g3qrkv45ny8
Bird, MEX, b08ef800-53f5-425e-b22f-650d7681a14c, 83, 12024, No update data, 9g3qrksjygmb
Bird, MEX, 60e960c2-e3b4-4d4f-983f-59a3c2074e9d, 85, 12358, No update data, 9g3qrksjydxs
Bird, MEX, f3ca6587-7ef3-425c-8b69-fcbe65f205e7, 75, 10112, No update data, 9g3qr7utc0f0
Bird, MEX, 4681c538-e454-4ad6-932c-6f5e34cc3b1d, 84, 12191, No update data, 9g3qrksnr9uh
Bird, MEX, 817e505d-2823-4594-b74c-7afd04595985, 48, 6179, No update data, 9g3qrkzwpr9n
Bird, MEX, b234a4fa-6a5d-4898-8142-f64bb59ea8cb, 93, 12956, No update data, 9g3qrmj9n0r8
Bird, MEX, ef77dbf0-7f8a-4aa1-8dd7-2c11421cd43e, 61, 7900, No update data, 9g3qrs1xqxfb
Bird, MEX, d0ad3dc1-c81e-4b09-8463-a57950d06620, 81, 11060, No update data, 9g3qr7u48h2t
Bird, MEX, 8cc971a7-fa87-4801-91bd-10533cd2efcf, 100, 14062, No update data, 9g3qrk4ce3h8
Bird, MEX, 34cb84f6-9d50-4e0b-aa94-37788587c5fa, 98, 14529, No update data, 9g3qrk4cd9m1
Bird, MEX, 74bfd6d5-bdc2-4893-b555-398db9e91254, 100, 14863, No update data, 9g3qrk4cdhex
Bird, MEX, 3defaae1-756f-41c0-9db4-82f7df6628cf, 100, 14062, No update data, 9g3qrk4c9z82
Bird, MEX, df93345a-4f11-4909-8624-0e716358e24b, 100, 14863, No update data, 9g3qrk4c9z0q
Bird, MEX, 13e5fff6-0341-4528-aee5-b64d58bc3cbd, 82, 11857, No update data, 9g3qrkdztnk9
Bird, MEX, 40bcadd8-32fc-456c-8e51-4b26324aa6fe, 93, 12956, No update data, 9g3qrk6dbcey
Bird, MEX, 811445ce-958d-4282-bf8b-a1b0108e959f, 85, 12358, No update data, 9g3qrk6e0s8d
Bird, MEX, 472857f9-3564-4176-8d88-ff31baee06bb, 87, 12692, No update data, 9g3qrk66zgfk
Bird, MEX, 3c6ba6db-e55e-40ce-919b-b01135e9e88d, 87, 12008, No update data, 9g3qrk6wbtb8
Bird, MEX, 7d3ca35d-3835-46b9-8037-e9f9ef0eb515, 84, 12191, No update data, 9g3qrk67pkr0
Bird, MEX, 8cdf1ccc-2147-4ace-a87b-1f386153d14a, 85, 12358, No update data, 9g3qrk6mzk0y
Bird, MEX, 36dbe3b7-f365-4963-85a9-e84e40bbf418, 93, 12956, No update data, 9g3qrk6myfmf
Bird, MEX, 0d0d3f2d-d7fd-44b4-94a1-33687347f0a5, 49, 6004, No update data, 9g3qrk4ef61b
Bird, MEX, 8b79b0e3-f664-4e84-b131-f5e194f4f6d5, 87, 12692, No update data, 9g3qrk6myn35
Bird, MEX, 65352efd-004d-45cf-b7e5-7996837b82d9, 93, 12956, No update data, 9g3qrk6mv9ty
Bird, MEX, dd0cdbe3-80e1-4069-984a-b6b498498275, 80, 11523, No update data, 9g3qrmm3kg1s
Bird, MEX, b3a10e18-23cf-44dd-ab8c-ef3a147778a0, 78, 11189, No update data, 9g3qrmm3km00
Bird, MEX, e93b21b1-360f-4fb4-a284-625a774af629, 58, 7426, No update data, 9g3qrm5u25v8
Bird, MEX, 3ddd44e8-b885-4937-81ad-05d666320201, 45, 5678, No update data, 9g3qrmk4hypt
Bird, MEX, 9db9d965-9b3f-4610-9489-f6f0db0210f5, 85, 11692, No update data, 9g3qrk3ds150
Bird, MEX, c2cd63f8-34c7-4df7-bae9-5360cacaa6ba, 47, 6012, No update data, 9g3qrk3dep81
Bird, MEX, 78ebb580-dd81-44fa-9d2d-15aa7a9e8752, 64, 8374, No update data, 9g3qrk9947cy
Bird, MEX, 948272c0-1038-4c9d-a7e8-841af20af0c4, 75, 10688, No update data, 9g3qrk1nwnr3
Bird, MEX, 1d8d838c-4519-4485-997c-3629767ccc52, 60, 8183, No update data, 9g3qrk9mcqj6
Bird, MEX, 00628be3-d84d-4572-89c9-f26e01faf908, 61, 8350, No update data, 9g3qr79yczwd
Bird, MEX, 94477dd0-27ca-4732-8087-10a703326761, 100, 14863, No update data, 9g3qrkc6ubc3
Bird, MEX, 40245afa-7f70-451c-bdea-f8ba6c71104d, 100, 14863, No update data, 9g3qrkc6s7nn
Bird, MEX, a0565e41-f74c-4fd8-a178-b9cd7bb58044, 100, 10502, No update data, 9g3qrkc6eguf
Bird, MEX, 051fda6c-cf04-41be-b466-0e50ba139ffa, 100, 14863, No update data, 9g3qrkc7t6df
Bird, MEX, 79622911-f395-46e7-9d4c-afc5bcefe0e3, 100, 14863, No update data, 9g3qrkc6gbkz
Bird, MEX, 6fae114b-780a-486d-bf1a-e70c95ec58e9, 98, 14529, No update data, 9g3qrkc6gs1w
Bird, MEX, ecac7da8-902b-47a5-ac95-f2dffedd12d5, 100, 14863, No update data, 9g3qrkc6gj2n
Bird, MEX, 676840b3-918d-441f-9afd-026aaf5833d7, 51, 6680, No update data, 9g3qrk0zm7xx
Bird, MEX, 0ab00b18-0385-48ae-8c6b-d6c9329d4eac, 30, 3173, No update data, 9g3qrk0zjrrs
Bird, MEX, cfd29ecf-3251-4c2d-9fd9-e5d47d75f075, 98, 13746, No update data, 9g3qrkbfbe8d
Bird, MEX, 59498fab-6aea-46b0-8a21-a56eab4749bf, 60, 8183, No update data, 9g3qrk0ktcsh
Bird, MEX, f40dafcf-8fe7-4155-bddf-9a3de5f57311, 76, 10855, No update data, 9g3qrhppbj07
Bird, MEX, 784a059b-1f4c-44ff-bb26-2742a11f82de, 64, 8374, No update data, 9g3qrhxp4mzf
Bird, MEX, 7390917a-56d3-4d0d-88c7-5886897498fd, 84, 11534, No update data, 9g3qrhn8mvuh
Bird, MEX, 825a5faf-9664-44ad-8964-fa1ac5b04650, 74, 10521, No update data, 9g3qrhq3sgc3
Bird, MEX, cb32064e-e6d9-4864-98bf-29f6228aa12f, 62, 8517, No update data, 9g3qr5yqmpu2
Bird, MEX, 6a913e33-a415-40aa-9488-0126567ee536, 49, 6004, No update data, 9g3qr5y3j8vf
Bird, MEX, 21b853ce-9e29-4838-b70e-a5059fdb7967, 66, 8690, No update data, 9g3qr5tmnum8
Bird, MEX, 610d860f-daf2-43e6-9168-12bdc7f69554, 61, 8350, No update data, 9g3qrhu60t0x
Bird, MEX, 1d48a463-134f-434a-897f-eec0bd480021, 53, 7014, No update data, 9g3qrhusx62b
Bird, MEX, d427296d-6bbf-4c3e-95a3-618a119c25cb, 51, 6320, No update data, 9g3qrhu4qcvs
Bird, MEX, b7f7e1f3-5700-43ea-976b-0b84199e1f0d, 43, 5344, No update data, 9g3qrhus7wx9
Bird, MEX, 1b54d9b2-ab89-49fd-b6ce-f46bb512e7f9, 61, 7900, No update data, 9g3qrhus8582
Bird, MEX, 4eeda1d6-e0d5-4bc9-a6a9-9b4e1bdb13b8, 63, 8684, No update data, 9g3qrhumy1p5
Bird, MEX, 193df21c-4f31-45a2-8816-3fb66bbc1252, 44, 5511, No update data, 9g3qrhgxzc45
Bird, MEX, fb202af0-b526-4a0b-8793-d723e2f3c5c0, 58, 7849, No update data, 9g3qrj512njr
Bird, MEX, 6e39e326-2b8c-433f-8618-e014a919889d, 34, 3841, No update data, 9g3qqgzubj05
Bird, MEX, d9b0a79e-e0e5-45c6-81f5-46762702f9cc, 79, 10744, No update data, 9g3qrj18g2u3
Bird, PBC, 6e54d93d-8197-4d8f-9347-6d1342c419ef, 98, 14529, No update data, 9g6h7n4gp3xj
Bird, PBC, 16c614eb-2bf8-488c-a48d-aca9b3ca57b1, 98, 14529, No update data, 9g6h7n4gp0hh
Bird, PBC, c7972ae7-bf69-4a82-b610-fbd7e9313832, 100, 14863, No update data, 9g6h7n4fznk0
Bird, PBC, 3c9b23e8-a3ff-42a7-b6e8-9ed7ca23dcc9, 100, 14863, No update data, 9g6h7jf2m7xg
Bird, PBC, e85f5e77-49d9-4b00-bfad-dd408fc8c8d2, 100, 14863, No update data, 9g6h7jf2m0s8
Bird, PBC, 916b446d-70e7-4e8e-bdfb-1cc982cc07ec, 100, 14863, No update data, 9g6h7jdrsz9r
Bird, PBC, 97ba3877-8097-4455-87dd-0319228e4c66, 85, 12358, No update data, 9g6h7jxm56ee
Bird, PBC, 2eb776f3-e8bc-4cdd-ae92-e38404612675, 100, 14863, No update data, 9g6h7jx051n9
Bird, PBC, 61ff65d4-0520-4345-b346-f6dbf662af7a, 100, 14863, No update data, 9g6h7jrpf8vr
Bird, PBC, 1de1932e-6703-4e12-ab26-9bd3a8c5ec0b, 97, 14362, No update data, 9g6h7jrpezmj
Bird, PBC, f2f38284-b6bc-477e-aecb-83d741078582, 99, 14696, No update data, 9g6h7jq2uk8n
Bird, PBC, 530d6b17-82a0-49ac-ad4b-f4871f2827f8, 100, 14863, No update data, 9g6h7jq2eh23
Bird, PBC, 39b22b99-e3c9-4ffe-b2ec-69cb5180ce1d, 99, 14696, No update data, 9g6h7jq2e278
Bird, PBC, f50089f7-c99f-487e-babf-30ff1681df2c, 99, 14696, No update data, 9g6h7jq27nnd
Bird, PBC, 0e7b69ba-a3c7-4032-994e-be40e6bd82b3, 96, 14195, No update data, 9g6h7jnkwn3r
Bird, PBC, 7715ad14-2e09-42e8-95cc-788eb13b76b1, 96, 14195, No update data, 9g6h7jnkwrsw
Bird, PBC, 696b2d40-77ed-4ec8-918c-fa5a1175e946, 97, 14362, No update data, 9g6h7jnkwhxe
Bird, PBC, 167116ed-f3ae-4be8-beea-a5fc3a98e8bd, 98, 14529, No update data, 9g6h7jnkw9ff
Bird, PBC, be0f4964-2c0e-47b9-bb17-18cf97a6d631, 76, 7670, No update data, 9g6h7jnc28rp
Bird, PBC, bc9efe6f-0acb-4eab-9310-b69939a20c73, 100, 14863, No update data, 9g6h7jnc075y
Bird, PBC, 1aa74363-d264-40bd-bf5b-c107e32d0ade, 100, 14863, No update data, 9g6h7jnc1jp6
Bird, PBC, 07ba914f-4c0f-40ba-a297-6346a40be63f, 100, 14863, No update data, 9g6h7jnc15f6
Bird, PBC, 438a6b8a-c34f-4328-a7b2-18b54c3416e4, 100, 14863, No update data, 9g6h7jnc0fk0
Bird, PBC, f63dfd22-5c2f-4afd-9e58-3c345911a2fa, 100, 14863, No update data, 9g6h7jnc1166
Bird, PBC, bc94efbb-281e-4857-9f33-cfa88b988983, 100, 14863, No update data, 9g6h7jnc11r6
Bird, PBC, fab5ffa4-763b-4adf-a355-0ffe1bccbd56, 100, 14863, No update data, 9g6h7jnc11p3
Bird, PBC, 1096e31f-659d-41d4-b8dc-648412889438, 100, 14863, No update data, 9g6h7jnbbwpp
Bird, PBC, 3f6f4c46-19f0-4da1-be57-813010114dae, 61, 8350, No update data, 9g6h7jnc1959
Bird, PBC, 90405045-8001-49f1-a02a-a24504ad8b95, 100, 14863, No update data, 9g6h7jnc4g6y
Bird, PBC, 7bb4253b-c32d-4050-a797-6f6906e5e4cd, 100, 14863, No update data, 9g6h7jnb827b
Bird, PBC, d5bf17ef-f8cd-4ee2-9b71-f0c37cd39729, 100, 14863, No update data, 9g6h7jnb93v3
Bird, PBC, 1bd6028b-1e9b-4154-937a-c1ab21f1c7ee, 94, 13861, No update data, 9g6h7hsrhupu
Bird, PBC, 00e225d1-a1e6-4483-a222-f661c46c6aa1, 100, 14863, No update data, 9g6h7hsqyyvg
Bird, PBC, ac2b4b51-ee41-4ccf-a85f-32e459d350d8, 100, 14863, No update data, 9g6h7hsqsuxg
Bird, PBC, f06ca4a3-57a3-4797-98b5-6977b02be8df, 100, 14863, No update data, 9g6h7hsqtty4
Bird, PBC, eb474ebf-d311-4cc9-9656-c7a9533a333d, 100, 14863, No update data, 9g6h7kcnjhub
Bird, PBC, 366f0c23-1656-478e-b39e-c003a438f485, 100, 14863, No update data, 9g6h7kcjvwb5
Bird, PBC, 27f15815-07a0-406e-a2b6-11305679382e, 100, 14863, No update data, 9g6h7kcjvmgj
Bird, PBC, 996210da-6d2a-485d-940a-ac3a49cb6e1b, 100, 14863, No update data, 9g6h7kcjvtbj
Bird, PBC, 6e2d6089-9385-494e-abcf-9f56bd8a7177, 100, 14863, No update data, 9g6h7kcjvt21
Bird, PBC, 90a42abe-2cea-4582-8cbd-f5cc355a856c, 100, 14863, No update data, 9g6h7kcjv6g4
Bird, PBC, 38f3b95e-4ceb-4128-ade5-04db906a1fb1, 75, 10688, No update data, 9g6h7spfep8v
